mes,tienda_id,producto_id,producto,cantidad,precio_venta,total
2026-03,T21,P061,Aire acondicionado LG 12000BTU,17,1183.84,20125.28
2026-03,T21,P062,AC Samsung Inverter,10,1974.68,19746.8
2026-03,T21,P063,AC Midea 9000BTU,2,1094.48,2188.96
2026-03,T21,P064,Ventilador de pie,3,824.03,2472.09
2026-03,T21,P065,Ventilador de techo,40,774.62,30984.8
2026-03,T21,P066,Calefactor eléctrico,0,314.56,0.0
2026-03,T21,P067,Humidificador,35,1528.5,53497.5
2026-03,T21,P068,Deshumidificador,8,1414.68,11317.44
2026-03,T21,P069,Purificador de aire Xiaomi,0,1143.54,0.0
2026-03,T21,P070,Climatizador evaporativo,9,1269.63,11426.67
2026-03,T21,P071,Calefón a gas,21,1204.56,25295.76
2026-03,T21,P072,Terma eléctrica,25,2046.94,51173.5
2026-03,T21,P073,Secadora de cabello Gama,40,293.29,11731.6
2026-03,T21,P074,Plancha de cabello Babyliss,72,478.17,34428.24
2026-03,T21,P075,Afeitadora Philips,55,499.24,27458.2
2026-03,T21,P076,Cortadora de cabello Wahl,74,757.46,56052.04
2026-03,T21,P077,Cepillo dental eléctrico,14,742.53,10395.42
2026-03,T21,P078,Depiladora Braun,33,537.43,17735.19
2026-03,T21,P079,Afeitadora Braun,58,823.96,47789.68
2026-03,T21,P080,Espejo con luz LED,55,761.75,41896.25
2026-03,T21,P081,Masajeador eléctrico,16,339.66,5434.56
2026-03,T21,P082,Rizadora Conair,46,831.79,38262.34
2026-03,T21,P083,Kit de manicura,25,160.67,4016.75
2026-03,T21,P084,Balanza digital,12,645.25,7743.0
2026-03,T21,P085,Cable HDMI 2m,61,723.77,44149.97
2026-03,T21,P086,Cable USB-C,76,502.44,38185.44
2026-03,T21,P087,Mouse inalámbrico,51,451.39,23020.89
2026-03,T21,P088,Teclado inalámbrico,14,871.52,12201.28
2026-03,T21,P089,Audífonos con micrófono,62,873.16,54135.92
2026-03,T21,P090,Soporte para TV,79,770.8,60893.2
2026-03,T21,P091,Regulador de voltaje,9,472.9,4256.1
2026-03,T21,P092,Estabilizador,48,132.72,6370.56
2026-03,T21,P093,UPS 1000VA,49,298.5,14626.5
2026-03,T21,P094,Hub USB multipuerto,6,488.71,2932.26
2026-03,T21,P095,Tarjeta SD 128GB,80,159.26,12740.8
2026-03,T21,P096,Memoria USB 64GB,56,692.99,38807.44
2026-03,T22,P001,Refrigeradora LG 340L,3,2683.86,8051.58
2026-03,T22,P002,Refrigeradora Samsung 450L,19,3888.72,73885.68
2026-03,T22,P003,Refrigeradora Bosch 280L,17,3461.09,58838.53
2026-03,T22,P004,Lavadora LG 15kg,24,3441.98,82607.52
2026-03,T22,P005,Lavadora Samsung 18kg,15,1893.74,28406.1
2026-03,T22,P006,Lavadora Whirlpool 14kg,8,2029.99,16239.92
2026-03,T22,P007,Secadora Electrolux 10kg,9,4433.71,39903.39
2026-03,T22,P008,Cocina a gas Indurama 4H,12,4266.75,51201.0
2026-03,T22,P009,Cocina eléctrica Mabe 4H,25,3856.95,96423.75
2026-03,T22,P010,Campana extractora Bosch,18,4498.87,80979.66
2026-03,T22,P011,Horno empotrado Electrolux,17,2894.84,49212.28
2026-03,T22,P012,Lavaplatos Frigidaire,16,1451.86,23229.76
2026-03,T22,P013,Smart TV LG 55,2,2323.3,4646.6
2026-03,T22,P014,Smart TV Samsung 65,23,3039.59,69910.57
2026-03,T22,P015,Smart TV Sony 75,0,2164.0,0.0
2026-03,T22,P016,Smart TV TCL 50,22,2709.58,59610.76
2026-03,T22,P017,TV OLED LG 65,11,4092.37,45016.07
2026-03,T22,P018,Soundbar Samsung 5.1,17,3523.12,59893.04
2026-03,T22,P019,Soundbar JBL 2.1,17,3105.5,52793.5
2026-03,T22,P020,Home theater Sony,23,1281.64,29477.72
2026-03,T22,P021,Parlante Bluetooth JBL,16,3545.85,56733.6
2026-03,T22,P022,Audífonos Sony WH-1000,4,2399.69,9598.76
2026-03,T22,P023,Barra Bose 900,7,2593.32,18153.24
2026-03,T22,P024,Receptor AV Yamaha,14,2515.95,35223.3
2026-03,T22,P025,Licuadora Oster 700W,51,560.29,28574.79
2026-03,T22,P026,Licuadora Philips 1000W,35,488.73,17105.55
2026-03,T22,P027,Microondas LG 32L,64,175.49,11231.36
2026-03,T22,P028,Microondas Panasonic 25L,72,495.21,35655.12
2026-03,T22,P029,Hervidor eléctrico Bosch,47,695.12,32670.64
2026-03,T22,P030,Cafetera DeLonghi,26,572.14,14875.64
2026-03,T22,P031,Freidora de aire Philips,2,482.65,965.3
2026-03,T22,P032,Aspiradora Dyson V11,57,831.74,47409.18
2026-03,T22,P033,Plancha a vapor Rowenta,28,292.09,8178.52
2026-03,T22,P034,Batidora KitchenAid,21,424.37,8911.77
2026-03,T22,P035,Tostadora Oster,41,839.51,34419.91
2026-03,T22,P036,Purificador de agua,68,472.94,32159.92
2026-03,T22,P037,Laptop HP 15,9,2909.36,26184.24
2026-03,T22,P038,Laptop Lenovo ThinkPad,18,1283.74,23107.32
2026-03,T22,P039,Laptop Asus VivoBook,3,1940.93,5822.79
2026-03,T22,P040,Laptop Dell Inspiron,8,1625.7,13005.6
2026-03,T22,P041,Monitor LG 27,12,1361.33,16335.96
2026-03,T22,P042,Monitor Samsung 24,13,3525.39,45830.07
2026-03,T22,P043,Monitor BenQ 32,18,4126.52,74277.36
2026-03,T22,P044,Impresora Epson EcoTank,15,1538.5,23077.5
2026-03,T22,P045,Impresora HP LaserJet,3,3253.62,9760.86
2026-03,T22,P046,All-in-one Dell,15,2751.13,41266.95
2026-03,T22,P047,Mini PC Intel NUC,1,2790.97,2790.97
2026-03,T22,P048,Teclado mecánico Logitech,20,1955.46,39109.2
2026-03,T22,P049,Smartphone iPhone 15,5,4498.05,22490.25
2026-03,T22,P050,Smartphone Samsung S24,0,3357.35,0.0
2026-03,T22,P051,Smartphone Xiaomi Redmi,23,2609.9,60027.7
2026-03,T22,P052,Tablet iPad 10,4,2665.39,10661.56
2026-03,T22,P053,Tablet Samsung Galaxy Tab,3,4689.64,14068.92
2026-03,T22,P054,Smartwatch Apple Watch,18,4943.79,88988.22
2026-03,T22,P055,Smartwatch Samsung Galaxy,21,3000.78,63016.38
2026-03,T22,P056,Auriculares AirPods,25,3063.1,76577.5
2026-03,T22,P057,Cargador inalámbrico,10,3546.92,35469.2
2026-03,T22,P058,Funda protectora,21,1953.56,41024.76
2026-03,T22,P059,Power bank Anker,3,4119.13,12357.39
2026-03,T22,P060,Smartphone Motorola G84,3,2808.36,8425.08
2026-03,T22,P061,Aire acondicionado LG 12000BTU,30,1183.84,35515.2
2026-03,T22,P062,AC Samsung Inverter,24,1974.68,47392.32
2026-03,T22,P063,AC Midea 9000BTU,21,1094.48,22984.08
2026-03,T22,P064,Ventilador de pie,26,824.03,21424.78
2026-03,T22,P065,Ventilador de techo,3,774.62,2323.86
2026-03,T22,P066,Calefactor eléctrico,23,314.56,7234.88
2026-03,T22,P067,Humidificador,12,1528.5,18342.0
2026-03,T22,P068,Deshumidificador,32,1414.68,45269.76
2026-03,T22,P069,Purificador de aire Xiaomi,32,1143.54,36593.28
2026-03,T22,P070,Climatizador evaporativo,15,1269.63,19044.45
2026-03,T22,P071,Calefón a gas,1,1204.56,1204.56
2026-03,T22,P072,Terma eléctrica,26,2046.94,53220.44
2026-03,T22,P073,Secadora de cabello Gama,63,293.29,18477.27
2026-03,T22,P074,Plancha de cabello Babyliss,56,478.17,26777.52
2026-03,T22,P075,Afeitadora Philips,47,499.24,23464.28
2026-03,T22,P076,Cortadora de cabello Wahl,42,757.46,31813.32
2026-03,T22,P077,Cepillo dental eléctrico,47,742.53,34898.91
2026-03,T22,P078,Depiladora Braun,35,537.43,18810.05
2026-03,T22,P079,Afeitadora Braun,2,823.96,1647.92
2026-03,T22,P080,Espejo con luz LED,29,761.75,22090.75
2026-03,T22,P081,Masajeador eléctrico,75,339.66,25474.5
2026-03,T22,P082,Rizadora Conair,22,831.79,18299.38
2026-03,T22,P083,Kit de manicura,7,160.67,1124.69
2026-03,T22,P084,Balanza digital,40,645.25,25810.0
2026-03,T22,P085,Cable HDMI 2m,72,723.77,52111.44
2026-03,T22,P086,Cable USB-C,77,502.44,38687.88
2026-03,T22,P087,Mouse inalámbrico,20,451.39,9027.8
2026-03,T22,P088,Teclado inalámbrico,2,871.52,1743.04
2026-03,T22,P089,Audífonos con micrófono,64,873.16,55882.24
2026-03,T22,P090,Soporte para TV,36,770.8,27748.8
2026-03,T22,P091,Regulador de voltaje,19,472.9,8985.1
2026-03,T22,P092,Estabilizador,41,132.72,5441.52
2026-03,T22,P093,UPS 1000VA,12,298.5,3582.0
2026-03,T22,P094,Hub USB multipuerto,11,488.71,5375.81
2026-03,T22,P095,Tarjeta SD 128GB,37,159.26,5892.62
2026-03,T22,P096,Memoria USB 64GB,77,692.99,53360.23
2026-03,T23,P001,Refrigeradora LG 340L,15,2683.86,40257.9
2026-03,T23,P002,Refrigeradora Samsung 450L,3,3888.72,11666.16
2026-03,T23,P003,Refrigeradora Bosch 280L,0,3461.09,0.0
2026-03,T23,P004,Lavadora LG 15kg,14,3441.98,48187.72
2026-03,T23,P005,Lavadora Samsung 18kg,11,1893.74,20831.14
2026-03,T23,P006,Lavadora Whirlpool 14kg,1,2029.99,2029.99
2026-03,T23,P007,Secadora Electrolux 10kg,0,4433.71,0.0
2026-03,T23,P008,Cocina a gas Indurama 4H,23,4266.75,98135.25
2026-03,T23,P009,Cocina eléctrica Mabe 4H,22,3856.95,84852.9
2026-03,T23,P010,Campana extractora Bosch,8,4498.87,35990.96
2026-03,T23,P011,Horno empotrado Electrolux,10,2894.84,28948.4
2026-03,T23,P012,Lavaplatos Frigidaire,16,1451.86,23229.76
2026-03,T23,P013,Smart TV LG 55,16,2323.3,37172.8
2026-03,T23,P014,Smart TV Samsung 65,13,3039.59,39514.67
2026-03,T23,P015,Smart TV Sony 75,8,2164.0,17312.0
2026-03,T23,P016,Smart TV TCL 50,17,2709.58,46062.86
2026-03,T23,P017,TV OLED LG 65,8,4092.37,32738.96
2026-03,T23,P018,Soundbar Samsung 5.1,25,3523.12,88078.0
2026-03,T23,P019,Soundbar JBL 2.1,24,3105.5,74532.0
2026-03,T23,P020,Home theater Sony,13,1281.64,16661.32
2026-03,T23,P021,Parlante Bluetooth JBL,12,3545.85,42550.2
2026-03,T23,P022,Audífonos Sony WH-1000,12,2399.69,28796.28
2026-03,T23,P023,Barra Bose 900,25,2593.32,64833.0
2026-03,T23,P024,Receptor AV Yamaha,22,2515.95,55350.9
2026-03,T23,P025,Licuadora Oster 700W,32,560.29,17929.28
2026-03,T23,P026,Licuadora Philips 1000W,28,488.73,13684.44
2026-03,T23,P027,Microondas LG 32L,77,175.49,13512.73
2026-03,T23,P028,Microondas Panasonic 25L,17,495.21,8418.57
2026-03,T23,P029,Hervidor eléctrico Bosch,6,695.12,4170.72
2026-03,T23,P030,Cafetera DeLonghi,44,572.14,25174.16
2026-03,T23,P031,Freidora de aire Philips,14,482.65,6757.1
2026-03,T23,P032,Aspiradora Dyson V11,18,831.74,14971.32
2026-03,T23,P033,Plancha a vapor Rowenta,77,292.09,22490.93
2026-03,T23,P034,Batidora KitchenAid,8,424.37,3394.96
2026-03,T23,P035,Tostadora Oster,50,839.51,41975.5
2026-03,T23,P036,Purificador de agua,66,472.94,31214.04
2026-03,T23,P037,Laptop HP 15,1,2909.36,2909.36
2026-03,T23,P038,Laptop Lenovo ThinkPad,16,1283.74,20539.84
2026-03,T23,P039,Laptop Asus VivoBook,2,1940.93,3881.86
2026-03,T23,P040,Laptop Dell Inspiron,7,1625.7,11379.9
2026-03,T23,P041,Monitor LG 27,6,1361.33,8167.98
2026-03,T23,P042,Monitor Samsung 24,11,3525.39,38779.29
2026-03,T23,P043,Monitor BenQ 32,25,4126.52,103163.0
2026-03,T23,P044,Impresora Epson EcoTank,0,1538.5,0.0
2026-03,T23,P045,Impresora HP LaserJet,20,3253.62,65072.4
2026-03,T23,P046,All-in-one Dell,7,2751.13,19257.91
2026-03,T23,P047,Mini PC Intel NUC,16,2790.97,44655.52
2026-03,T23,P048,Teclado mecánico Logitech,14,1955.46,27376.44
2026-03,T23,P049,Smartphone iPhone 15,21,4498.05,94459.05
2026-03,T23,P050,Smartphone Samsung S24,21,3357.35,70504.35
2026-03,T23,P051,Smartphone Xiaomi Redmi,2,2609.9,5219.8
2026-03,T23,P052,Tablet iPad 10,4,2665.39,10661.56
2026-03,T23,P053,Tablet Samsung Galaxy Tab,23,4689.64,107861.72
2026-03,T23,P054,Smartwatch Apple Watch,24,4943.79,118650.96
2026-03,T23,P055,Smartwatch Samsung Galaxy,19,3000.78,57014.82
2026-03,T23,P056,Auriculares AirPods,23,3063.1,70451.3
2026-03,T23,P057,Cargador inalámbrico,3,3546.92,10640.76
2026-03,T23,P058,Funda protectora,12,1953.56,23442.72
2026-03,T23,P059,Power bank Anker,0,4119.13,0.0
2026-03,T23,P060,Smartphone Motorola G84,18,2808.36,50550.48
2026-03,T23,P061,Aire acondicionado LG 12000BTU,19,1183.84,22492.96
2026-03,T23,P062,AC Samsung Inverter,8,1974.68,15797.44
2026-03,T23,P063,AC Midea 9000BTU,12,1094.48,13133.76
2026-03,T23,P064,Ventilador de pie,23,824.03,18952.69
2026-03,T23,P065,Ventilador de techo,21,774.62,16267.02
2026-03,T23,P066,Calefactor eléctrico,11,314.56,3460.16
2026-03,T23,P067,Humidificador,17,1528.5,25984.5
2026-03,T23,P068,Deshumidificador,12,1414.68,16976.16
2026-03,T23,P069,Purificador de aire Xiaomi,19,1143.54,21727.26
2026-03,T23,P070,Climatizador evaporativo,26,1269.63,33010.38
2026-03,T23,P071,Calefón a gas,35,1204.56,42159.6
2026-03,T23,P072,Terma eléctrica,20,2046.94,40938.8
2026-03,T23,P073,Secadora de cabello Gama,18,293.29,5279.22
2026-03,T23,P074,Plancha de cabello Babyliss,9,478.17,4303.53
2026-03,T23,P075,Afeitadora Philips,75,499.24,37443.0
2026-03,T23,P076,Cortadora de cabello Wahl,69,757.46,52264.74
2026-03,T23,P077,Cepillo dental eléctrico,15,742.53,11137.95
2026-03,T23,P078,Depiladora Braun,22,537.43,11823.46
2026-03,T23,P079,Afeitadora Braun,58,823.96,47789.68
2026-03,T23,P080,Espejo con luz LED,62,761.75,47228.5
2026-03,T23,P081,Masajeador eléctrico,80,339.66,27172.8
2026-03,T23,P082,Rizadora Conair,79,831.79,65711.41
2026-03,T23,P083,Kit de manicura,70,160.67,11246.9
2026-03,T23,P084,Balanza digital,26,645.25,16776.5
2026-03,T23,P085,Cable HDMI 2m,74,723.77,53558.98
2026-03,T23,P086,Cable USB-C,23,502.44,11556.12
2026-03,T23,P087,Mouse inalámbrico,14,451.39,6319.46
2026-03,T23,P088,Teclado inalámbrico,30,871.52,26145.6
2026-03,T23,P089,Audífonos con micrófono,77,873.16,67233.32
2026-03,T23,P090,Soporte para TV,3,770.8,2312.4
2026-03,T23,P091,Regulador de voltaje,30,472.9,14187.0
2026-03,T23,P092,Estabilizador,43,132.72,5706.96
2026-03,T23,P093,UPS 1000VA,67,298.5,19999.5
2026-03,T23,P094,Hub USB multipuerto,17,488.71,8308.07
2026-03,T23,P095,Tarjeta SD 128GB,37,159.26,5892.62
2026-03,T23,P096,Memoria USB 64GB,31,692.99,21482.69
2026-03,T24,P001,Refrigeradora LG 340L,25,2683.86,67096.5
2026-03,T24,P002,Refrigeradora Samsung 450L,8,3888.72,31109.76
2026-03,T24,P003,Refrigeradora Bosch 280L,4,3461.09,13844.36
2026-03,T24,P004,Lavadora LG 15kg,9,3441.98,30977.82
2026-03,T24,P005,Lavadora Samsung 18kg,15,1893.74,28406.1
2026-03,T24,P006,Lavadora Whirlpool 14kg,1,2029.99,2029.99
2026-03,T24,P007,Secadora Electrolux 10kg,7,4433.71,31035.97
2026-03,T24,P008,Cocina a gas Indurama 4H,15,4266.75,64001.25
2026-03,T24,P009,Cocina eléctrica Mabe 4H,12,3856.95,46283.4
2026-03,T24,P010,Campana extractora Bosch,15,4498.87,67483.05
2026-03,T24,P011,Horno empotrado Electrolux,6,2894.84,17369.04
2026-03,T24,P012,Lavaplatos Frigidaire,10,1451.86,14518.6
2026-03,T24,P013,Smart TV LG 55,4,2323.3,9293.2
2026-03,T24,P014,Smart TV Samsung 65,13,3039.59,39514.67
2026-03,T24,P015,Smart TV Sony 75,4,2164.0,8656.0
2026-03,T24,P016,Smart TV TCL 50,22,2709.58,59610.76
2026-03,T24,P017,TV OLED LG 65,16,4092.37,65477.92
2026-03,T24,P018,Soundbar Samsung 5.1,18,3523.12,63416.16
2026-03,T24,P019,Soundbar JBL 2.1,8,3105.5,24844.0
2026-03,T24,P020,Home theater Sony,25,1281.64,32041.0
2026-03,T24,P021,Parlante Bluetooth JBL,23,3545.85,81554.55
2026-03,T24,P022,Audífonos Sony WH-1000,24,2399.69,57592.56
2026-03,T24,P023,Barra Bose 900,4,2593.32,10373.28
2026-03,T24,P024,Receptor AV Yamaha,3,2515.95,7547.85
2026-03,T24,P025,Licuadora Oster 700W,41,560.29,22971.89
2026-03,T24,P026,Licuadora Philips 1000W,23,488.73,11240.79
2026-03,T24,P027,Microondas LG 32L,65,175.49,11406.85
2026-03,T24,P028,Microondas Panasonic 25L,31,495.21,15351.51
2026-03,T24,P029,Hervidor eléctrico Bosch,48,695.12,33365.76
2026-03,T24,P030,Cafetera DeLonghi,24,572.14,13731.36
2026-03,T24,P031,Freidora de aire Philips,63,482.65,30406.95
2026-03,T24,P032,Aspiradora Dyson V11,12,831.74,9980.88
2026-03,T24,P033,Plancha a vapor Rowenta,77,292.09,22490.93
2026-03,T24,P034,Batidora KitchenAid,17,424.37,7214.29
2026-03,T24,P035,Tostadora Oster,36,839.51,30222.36
2026-03,T24,P036,Purificador de agua,67,472.94,31686.98
2026-03,T24,P037,Laptop HP 15,8,2909.36,23274.88
2026-03,T24,P038,Laptop Lenovo ThinkPad,25,1283.74,32093.5
2026-03,T24,P039,Laptop Asus VivoBook,5,1940.93,9704.65
2026-03,T24,P040,Laptop Dell Inspiron,10,1625.7,16257.0
2026-03,T24,P041,Monitor LG 27,15,1361.33,20419.95
2026-03,T24,P042,Monitor Samsung 24,2,3525.39,7050.78
2026-03,T24,P043,Monitor BenQ 32,13,4126.52,53644.76
2026-03,T24,P044,Impresora Epson EcoTank,3,1538.5,4615.5
2026-03,T24,P045,Impresora HP LaserJet,16,3253.62,52057.92
2026-03,T24,P046,All-in-one Dell,5,2751.13,13755.65
2026-03,T24,P047,Mini PC Intel NUC,20,2790.97,55819.4
2026-03,T24,P048,Teclado mecánico Logitech,24,1955.46,46931.04
2026-03,T24,P049,Smartphone iPhone 15,18,4498.05,80964.9
2026-03,T24,P050,Smartphone Samsung S24,16,3357.35,53717.6
2026-03,T24,P051,Smartphone Xiaomi Redmi,11,2609.9,28708.9
2026-03,T24,P052,Tablet iPad 10,10,2665.39,26653.9
2026-03,T24,P053,Tablet Samsung Galaxy Tab,23,4689.64,107861.72
2026-03,T24,P054,Smartwatch Apple Watch,10,4943.79,49437.9
2026-03,T24,P055,Smartwatch Samsung Galaxy,10,3000.78,30007.8
2026-03,T24,P056,Auriculares AirPods,21,3063.1,64325.1
2026-03,T24,P057,Cargador inalámbrico,11,3546.92,39016.12
2026-03,T24,P058,Funda protectora,14,1953.56,27349.84
2026-03,T24,P059,Power bank Anker,3,4119.13,12357.39
2026-03,T24,P060,Smartphone Motorola G84,10,2808.36,28083.6
2026-03,T24,P061,Aire acondicionado LG 12000BTU,32,1183.84,37882.88
2026-03,T24,P062,AC Samsung Inverter,29,1974.68,57265.72
2026-03,T24,P063,AC Midea 9000BTU,23,1094.48,25173.04
2026-03,T24,P064,Ventilador de pie,16,824.03,13184.48
2026-03,T24,P065,Ventilador de techo,36,774.62,27886.32
2026-03,T24,P066,Calefactor eléctrico,15,314.56,4718.4
2026-03,T24,P067,Humidificador,20,1528.5,30570.0
2026-03,T24,P068,Deshumidificador,14,1414.68,19805.52
2026-03,T24,P069,Purificador de aire Xiaomi,29,1143.54,33162.66
2026-03,T24,P070,Climatizador evaporativo,21,1269.63,26662.23
2026-03,T24,P071,Calefón a gas,13,1204.56,15659.28
2026-03,T24,P072,Terma eléctrica,39,2046.94,79830.66
2026-03,T24,P073,Secadora de cabello Gama,44,293.29,12904.76
2026-03,T24,P074,Plancha de cabello Babyliss,64,478.17,30602.88
2026-03,T24,P075,Afeitadora Philips,15,499.24,7488.6
2026-03,T24,P076,Cortadora de cabello Wahl,14,757.46,10604.44
2026-03,T24,P077,Cepillo dental eléctrico,15,742.53,11137.95
2026-03,T24,P078,Depiladora Braun,68,537.43,36545.24
2026-03,T24,P079,Afeitadora Braun,41,823.96,33782.36
2026-03,T24,P080,Espejo con luz LED,22,761.75,16758.5
2026-03,T24,P081,Masajeador eléctrico,8,339.66,2717.28
2026-03,T24,P082,Rizadora Conair,27,831.79,22458.33
2026-03,T24,P083,Kit de manicura,60,160.67,9640.2
2026-03,T24,P084,Balanza digital,5,645.25,3226.25
2026-03,T24,P085,Cable HDMI 2m,18,723.77,13027.86
2026-03,T24,P086,Cable USB-C,1,502.44,502.44
2026-03,T24,P087,Mouse inalámbrico,36,451.39,16250.04
2026-03,T24,P088,Teclado inalámbrico,71,871.52,61877.92
2026-03,T24,P089,Audífonos con micrófono,41,873.16,35799.56
2026-03,T24,P090,Soporte para TV,63,770.8,48560.4
2026-03,T24,P091,Regulador de voltaje,47,472.9,22226.3
2026-03,T24,P092,Estabilizador,6,132.72,796.32
2026-03,T24,P093,UPS 1000VA,70,298.5,20895.0
2026-03,T24,P094,Hub USB multipuerto,35,488.71,17104.85
2026-03,T24,P095,Tarjeta SD 128GB,58,159.26,9237.08
2026-03,T24,P096,Memoria USB 64GB,39,692.99,27026.61
2026-03,T25,P001,Refrigeradora LG 340L,12,2683.86,32206.32
2026-03,T25,P002,Refrigeradora Samsung 450L,17,3888.72,66108.24
2026-03,T25,P003,Refrigeradora Bosch 280L,13,3461.09,44994.17
2026-03,T25,P004,Lavadora LG 15kg,9,3441.98,30977.82
2026-03,T25,P005,Lavadora Samsung 18kg,3,1893.74,5681.22
2026-03,T25,P006,Lavadora Whirlpool 14kg,5,2029.99,10149.95
2026-03,T25,P007,Secadora Electrolux 10kg,19,4433.71,84240.49
2026-03,T25,P008,Cocina a gas Indurama 4H,23,4266.75,98135.25
2026-03,T25,P009,Cocina eléctrica Mabe 4H,23,3856.95,88709.85
2026-03,T25,P010,Campana extractora Bosch,22,4498.87,98975.14
2026-03,T25,P011,Horno empotrado Electrolux,0,2894.84,0.0
2026-03,T25,P012,Lavaplatos Frigidaire,5,1451.86,7259.3
2026-03,T25,P013,Smart TV LG 55,9,2323.3,20909.7
2026-03,T25,P014,Smart TV Samsung 65,3,3039.59,9118.77
2026-03,T25,P015,Smart TV Sony 75,14,2164.0,30296.0
2026-03,T25,P016,Smart TV TCL 50,13,2709.58,35224.54
2026-03,T25,P017,TV OLED LG 65,2,4092.37,8184.74
2026-03,T25,P018,Soundbar Samsung 5.1,25,3523.12,88078.0
2026-03,T25,P019,Soundbar JBL 2.1,12,3105.5,37266.0
2026-03,T25,P020,Home theater Sony,12,1281.64,15379.68
2026-03,T25,P021,Parlante Bluetooth JBL,3,3545.85,10637.55
2026-03,T25,P022,Audífonos Sony WH-1000,24,2399.69,57592.56
2026-03,T25,P023,Barra Bose 900,8,2593.32,20746.56
2026-03,T25,P024,Receptor AV Yamaha,15,2515.95,37739.25
2026-03,T25,P025,Licuadora Oster 700W,52,560.29,29135.08
2026-03,T25,P026,Licuadora Philips 1000W,44,488.73,21504.12
2026-03,T25,P027,Microondas LG 32L,16,175.49,2807.84
2026-03,T25,P028,Microondas Panasonic 25L,58,495.21,28722.18
2026-03,T25,P029,Hervidor eléctrico Bosch,43,695.12,29890.16
2026-03,T25,P030,Cafetera DeLonghi,42,572.14,24029.88
2026-03,T25,P031,Freidora de aire Philips,40,482.65,19306.0
2026-03,T25,P032,Aspiradora Dyson V11,25,831.74,20793.5
2026-03,T25,P033,Plancha a vapor Rowenta,22,292.09,6425.98
2026-03,T25,P034,Batidora KitchenAid,75,424.37,31827.75
2026-03,T25,P035,Tostadora Oster,12,839.51,10074.12
2026-03,T25,P036,Purificador de agua,21,472.94,9931.74
2026-03,T25,P037,Laptop HP 15,0,2909.36,0.0
2026-03,T25,P038,Laptop Lenovo ThinkPad,18,1283.74,23107.32
2026-03,T25,P039,Laptop Asus VivoBook,20,1940.93,38818.6
2026-03,T25,P040,Laptop Dell Inspiron,14,1625.7,22759.8
2026-03,T25,P041,Monitor LG 27,19,1361.33,25865.27
2026-03,T25,P042,Monitor Samsung 24,9,3525.39,31728.51
2026-03,T25,P043,Monitor BenQ 32,10,4126.52,41265.2
2026-03,T25,P044,Impresora Epson EcoTank,12,1538.5,18462.0
2026-03,T25,P045,Impresora HP LaserJet,11,3253.62,35789.82
2026-03,T25,P046,All-in-one Dell,21,2751.13,57773.73
2026-03,T25,P047,Mini PC Intel NUC,4,2790.97,11163.88
2026-03,T25,P048,Teclado mecánico Logitech,20,1955.46,39109.2
2026-03,T25,P049,Smartphone iPhone 15,22,4498.05,98957.1
2026-03,T25,P050,Smartphone Samsung S24,9,3357.35,30216.15
2026-03,T25,P051,Smartphone Xiaomi Redmi,13,2609.9,33928.7
2026-03,T25,P052,Tablet iPad 10,13,2665.39,34650.07
2026-03,T25,P053,Tablet Samsung Galaxy Tab,4,4689.64,18758.56
2026-03,T25,P054,Smartwatch Apple Watch,6,4943.79,29662.74
2026-03,T25,P055,Smartwatch Samsung Galaxy,18,3000.78,54014.04
2026-03,T25,P056,Auriculares AirPods,11,3063.1,33694.1
2026-03,T25,P057,Cargador inalámbrico,0,3546.92,0.0
2026-03,T25,P058,Funda protectora,6,1953.56,11721.36
2026-03,T25,P059,Power bank Anker,1,4119.13,4119.13
2026-03,T25,P060,Smartphone Motorola G84,10,2808.36,28083.6
2026-03,T25,P061,Aire acondicionado LG 12000BTU,31,1183.84,36699.04
2026-03,T25,P062,AC Samsung Inverter,24,1974.68,47392.32
2026-03,T25,P063,AC Midea 9000BTU,7,1094.48,7661.36
2026-03,T25,P064,Ventilador de pie,36,824.03,29665.08
2026-03,T25,P065,Ventilador de techo,20,774.62,15492.4
2026-03,T25,P066,Calefactor eléctrico,29,314.56,9122.24
2026-03,T25,P067,Humidificador,27,1528.5,41269.5
2026-03,T25,P068,Deshumidificador,40,1414.68,56587.2
2026-03,T25,P069,Purificador de aire Xiaomi,18,1143.54,20583.72
2026-03,T25,P070,Climatizador evaporativo,21,1269.63,26662.23
2026-03,T25,P071,Calefón a gas,28,1204.56,33727.68
2026-03,T25,P072,Terma eléctrica,13,2046.94,26610.22
2026-03,T25,P073,Secadora de cabello Gama,24,293.29,7038.96
2026-03,T25,P074,Plancha de cabello Babyliss,35,478.17,16735.95
2026-03,T25,P075,Afeitadora Philips,79,499.24,39439.96
2026-03,T25,P076,Cortadora de cabello Wahl,47,757.46,35600.62
2026-03,T25,P077,Cepillo dental eléctrico,23,742.53,17078.19
2026-03,T25,P078,Depiladora Braun,26,537.43,13973.18
2026-03,T25,P079,Afeitadora Braun,57,823.96,46965.72
2026-03,T25,P080,Espejo con luz LED,17,761.75,12949.75
2026-03,T25,P081,Masajeador eléctrico,13,339.66,4415.58
2026-03,T25,P082,Rizadora Conair,59,831.79,49075.61
2026-03,T25,P083,Kit de manicura,52,160.67,8354.84
2026-03,T25,P084,Balanza digital,47,645.25,30326.75
2026-03,T25,P085,Cable HDMI 2m,64,723.77,46321.28
2026-03,T25,P086,Cable USB-C,17,502.44,8541.48
