tienda_id,centro_distribucion,ciudad,producto_id,producto,categoria,stock_actual,ventas_promedio_mensual,stock_minimo,precio_costo,precio_venta
T13,CD-Arequipa,Arequipa,P052,Tablet iPad 10,Celulares y Tablets,28,11.42,2,1919.08,2665.39
T13,CD-Arequipa,Arequipa,P053,Tablet Samsung Galaxy Tab,Celulares y Tablets,4,12.17,2,3376.54,4689.64
T13,CD-Arequipa,Arequipa,P054,Smartwatch Apple Watch,Celulares y Tablets,2,10.5,2,3559.53,4943.79
T13,CD-Arequipa,Arequipa,P055,Smartwatch Samsung Galaxy,Celulares y Tablets,14,13.0,3,2160.56,3000.78
T13,CD-Arequipa,Arequipa,P056,Auriculares AirPods,Celulares y Tablets,9,8.92,2,2205.43,3063.1
T13,CD-Arequipa,Arequipa,P057,Cargador inalámbrico,Celulares y Tablets,11,13.42,3,2553.78,3546.92
T13,CD-Arequipa,Arequipa,P058,Funda protectora,Celulares y Tablets,12,10.08,2,1406.56,1953.56
T13,CD-Arequipa,Arequipa,P059,Power bank Anker,Celulares y Tablets,22,14.33,3,2965.77,4119.13
T13,CD-Arequipa,Arequipa,P060,Smartphone Motorola G84,Celulares y Tablets,12,12.33,2,2022.02,2808.36
T13,CD-Arequipa,Arequipa,P061,Aire acondicionado LG 12000BTU,Climatización,24,16.58,3,852.36,1183.84
T13,CD-Arequipa,Arequipa,P062,AC Samsung Inverter,Climatización,34,24.75,5,1421.77,1974.68
T13,CD-Arequipa,Arequipa,P063,AC Midea 9000BTU,Climatización,16,24.75,5,788.03,1094.48
T13,CD-Arequipa,Arequipa,P064,Ventilador de pie,Climatización,37,23.75,5,593.3,824.03
T13,CD-Arequipa,Arequipa,P065,Ventilador de techo,Climatización,6,20.67,4,557.73,774.62
T13,CD-Arequipa,Arequipa,P066,Calefactor eléctrico,Climatización,21,16.5,3,226.48,314.56
T13,CD-Arequipa,Arequipa,P067,Humidificador,Climatización,12,15.33,3,1100.52,1528.5
T13,CD-Arequipa,Arequipa,P068,Deshumidificador,Climatización,16,17.33,3,1018.57,1414.68
T13,CD-Arequipa,Arequipa,P069,Purificador de aire Xiaomi,Climatización,29,19.08,4,823.35,1143.54
T13,CD-Arequipa,Arequipa,P070,Climatizador evaporativo,Climatización,23,18.08,4,914.13,1269.63
T13,CD-Arequipa,Arequipa,P071,Calefón a gas,Climatización,12,22.25,4,867.28,1204.56
T13,CD-Arequipa,Arequipa,P072,Terma eléctrica,Climatización,11,17.92,4,1473.8,2046.94
T13,CD-Arequipa,Arequipa,P073,Secadora de cabello Gama,Cuidado Personal,7,41.42,8,211.17,293.29
T13,CD-Arequipa,Arequipa,P074,Plancha de cabello Babyliss,Cuidado Personal,48,36.0,7,344.28,478.17
T13,CD-Arequipa,Arequipa,P075,Afeitadora Philips,Cuidado Personal,30,29.5,6,359.45,499.24
T13,CD-Arequipa,Arequipa,P076,Cortadora de cabello Wahl,Cuidado Personal,45,47.67,10,545.37,757.46
T13,CD-Arequipa,Arequipa,P077,Cepillo dental eléctrico,Cuidado Personal,48,38.75,8,534.62,742.53
T13,CD-Arequipa,Arequipa,P078,Depiladora Braun,Cuidado Personal,47,34.83,7,386.95,537.43
T13,CD-Arequipa,Arequipa,P079,Afeitadora Braun,Cuidado Personal,53,44.25,9,593.25,823.96
T13,CD-Arequipa,Arequipa,P080,Espejo con luz LED,Cuidado Personal,72,31.0,6,548.46,761.75
T13,CD-Arequipa,Arequipa,P081,Masajeador eléctrico,Cuidado Personal,91,49.67,10,244.56,339.66
T13,CD-Arequipa,Arequipa,P082,Rizadora Conair,Cuidado Personal,102,40.83,8,598.89,831.79
T13,CD-Arequipa,Arequipa,P083,Kit de manicura,Cuidado Personal,55,36.42,7,115.68,160.67
T13,CD-Arequipa,Arequipa,P084,Balanza digital,Cuidado Personal,65,43.58,9,464.58,645.25
T13,CD-Arequipa,Arequipa,P085,Cable HDMI 2m,Accesorios,6,37.0,7,521.11,723.77
T13,CD-Arequipa,Arequipa,P086,Cable USB-C,Accesorios,93,39.75,8,361.76,502.44
T13,CD-Arequipa,Arequipa,P087,Mouse inalámbrico,Accesorios,30,40.67,8,325.0,451.39
T13,CD-Arequipa,Arequipa,P088,Teclado inalámbrico,Accesorios,105,48.33,10,627.49,871.52
T13,CD-Arequipa,Arequipa,P089,Audífonos con micrófono,Accesorios,79,48.83,10,628.68,873.16
T13,CD-Arequipa,Arequipa,P090,Soporte para TV,Accesorios,62,27.17,5,554.98,770.8
T13,CD-Arequipa,Arequipa,P091,Regulador de voltaje,Accesorios,102,42.33,8,340.49,472.9
T13,CD-Arequipa,Arequipa,P092,Estabilizador,Accesorios,15,46.17,9,95.56,132.72
T13,CD-Arequipa,Arequipa,P093,UPS 1000VA,Accesorios,69,29.0,6,214.92,298.5
T13,CD-Arequipa,Arequipa,P094,Hub USB multipuerto,Accesorios,42,41.5,8,351.87,488.71
T13,CD-Arequipa,Arequipa,P095,Tarjeta SD 128GB,Accesorios,91,36.58,7,114.67,159.26
T13,CD-Arequipa,Arequipa,P096,Memoria USB 64GB,Accesorios,66,35.0,7,498.95,692.99
T14,CD-Arequipa,Cusco,P001,Refrigeradora LG 340L,Línea Blanca,26,13.83,3,1932.38,2683.86
T14,CD-Arequipa,Cusco,P002,Refrigeradora Samsung 450L,Línea Blanca,13,11.58,2,2799.88,3888.72
T14,CD-Arequipa,Cusco,P003,Refrigeradora Bosch 280L,Línea Blanca,27,13.33,3,2491.98,3461.09
T14,CD-Arequipa,Cusco,P004,Lavadora LG 15kg,Línea Blanca,17,11.17,2,2478.23,3441.98
T14,CD-Arequipa,Cusco,P005,Lavadora Samsung 18kg,Línea Blanca,2,16.58,3,1363.49,1893.74
T14,CD-Arequipa,Cusco,P006,Lavadora Whirlpool 14kg,Línea Blanca,34,14.25,3,1461.59,2029.99
T14,CD-Arequipa,Cusco,P007,Secadora Electrolux 10kg,Línea Blanca,21,11.17,2,3192.27,4433.71
T14,CD-Arequipa,Cusco,P008,Cocina a gas Indurama 4H,Línea Blanca,24,10.0,2,3072.06,4266.75
T14,CD-Arequipa,Cusco,P009,Cocina eléctrica Mabe 4H,Línea Blanca,2,10.08,2,2777.0,3856.95
T14,CD-Arequipa,Cusco,P010,Campana extractora Bosch,Línea Blanca,11,10.17,2,3239.19,4498.87
T14,CD-Arequipa,Cusco,P011,Horno empotrado Electrolux,Línea Blanca,21,9.92,2,2084.28,2894.84
T14,CD-Arequipa,Cusco,P012,Lavaplatos Frigidaire,Línea Blanca,0,14.67,3,1045.34,1451.86
T14,CD-Arequipa,Cusco,P013,Smart TV LG 55,TV y Audio,21,9.42,2,1672.78,2323.3
T14,CD-Arequipa,Cusco,P014,Smart TV Samsung 65,TV y Audio,1,13.83,3,2188.5,3039.59
T14,CD-Arequipa,Cusco,P015,Smart TV Sony 75,TV y Audio,5,11.92,2,1558.08,2164.0
T14,CD-Arequipa,Cusco,P016,Smart TV TCL 50,TV y Audio,16,13.08,3,1950.9,2709.58
T14,CD-Arequipa,Cusco,P017,TV OLED LG 65,TV y Audio,0,13.67,3,2946.51,4092.37
T14,CD-Arequipa,Cusco,P018,Soundbar Samsung 5.1,TV y Audio,27,11.33,2,2536.65,3523.12
T14,CD-Arequipa,Cusco,P019,Soundbar JBL 2.1,TV y Audio,15,12.67,3,2235.96,3105.5
T14,CD-Arequipa,Cusco,P020,Home theater Sony,TV y Audio,29,11.67,2,922.78,1281.64
T14,CD-Arequipa,Cusco,P021,Parlante Bluetooth JBL,TV y Audio,13,14.5,3,2553.01,3545.85
T14,CD-Arequipa,Cusco,P022,Audífonos Sony WH-1000,TV y Audio,0,11.42,2,1727.78,2399.69
T14,CD-Arequipa,Cusco,P023,Barra Bose 900,TV y Audio,20,11.17,2,1867.19,2593.32
T14,CD-Arequipa,Cusco,P024,Receptor AV Yamaha,TV y Audio,15,9.17,2,1811.48,2515.95
T14,CD-Arequipa,Cusco,P025,Licuadora Oster 700W,Pequeños Electrodomésticos,72,44.25,9,403.41,560.29
T14,CD-Arequipa,Cusco,P026,Licuadora Philips 1000W,Pequeños Electrodomésticos,32,48.75,10,351.89,488.73
T14,CD-Arequipa,Cusco,P027,Microondas LG 32L,Pequeños Electrodomésticos,84,44.25,9,126.35,175.49
T14,CD-Arequipa,Cusco,P028,Microondas Panasonic 25L,Pequeños Electrodomésticos,79,39.17,8,356.55,495.21
T14,CD-Arequipa,Cusco,P029,Hervidor eléctrico Bosch,Pequeños Electrodomésticos,69,36.25,7,500.49,695.12
T14,CD-Arequipa,Cusco,P030,Cafetera DeLonghi,Pequeños Electrodomésticos,98,41.67,8,411.94,572.14
T14,CD-Arequipa,Cusco,P031,Freidora de aire Philips,Pequeños Electrodomésticos,4,25.75,5,347.51,482.65
T14,CD-Arequipa,Cusco,P032,Aspiradora Dyson V11,Pequeños Electrodomésticos,36,32.75,7,598.85,831.74
T14,CD-Arequipa,Cusco,P033,Plancha a vapor Rowenta,Pequeños Electrodomésticos,12,27.5,6,210.3,292.09
T14,CD-Arequipa,Cusco,P034,Batidora KitchenAid,Pequeños Electrodomésticos,16,31.92,6,305.55,424.37
T14,CD-Arequipa,Cusco,P035,Tostadora Oster,Pequeños Electrodomésticos,21,46.25,9,604.45,839.51
T14,CD-Arequipa,Cusco,P036,Purificador de agua,Pequeños Electrodomésticos,11,29.92,6,340.52,472.94
T14,CD-Arequipa,Cusco,P037,Laptop HP 15,Cómputo,26,11.08,2,2094.74,2909.36
T14,CD-Arequipa,Cusco,P038,Laptop Lenovo ThinkPad,Cómputo,15,11.42,2,924.29,1283.74
T14,CD-Arequipa,Cusco,P039,Laptop Asus VivoBook,Cómputo,28,13.92,3,1397.47,1940.93
T14,CD-Arequipa,Cusco,P040,Laptop Dell Inspiron,Cómputo,5,8.5,2,1170.5,1625.7
T14,CD-Arequipa,Cusco,P041,Monitor LG 27,Cómputo,25,18.5,4,980.16,1361.33
T14,CD-Arequipa,Cusco,P042,Monitor Samsung 24,Cómputo,16,10.58,2,2538.28,3525.39
T14,CD-Arequipa,Cusco,P043,Monitor BenQ 32,Cómputo,8,14.0,3,2971.09,4126.52
T14,CD-Arequipa,Cusco,P044,Impresora Epson EcoTank,Cómputo,30,13.08,3,1107.72,1538.5
T14,CD-Arequipa,Cusco,P045,Impresora HP LaserJet,Cómputo,11,13.33,3,2342.61,3253.62
T14,CD-Arequipa,Cusco,P046,All-in-one Dell,Cómputo,19,12.17,2,1980.81,2751.13
T14,CD-Arequipa,Cusco,P047,Mini PC Intel NUC,Cómputo,26,11.0,2,2009.5,2790.97
T14,CD-Arequipa,Cusco,P048,Teclado mecánico Logitech,Cómputo,15,9.25,2,1407.93,1955.46
T14,CD-Arequipa,Cusco,P049,Smartphone iPhone 15,Celulares y Tablets,27,11.75,2,3238.6,4498.05
T14,CD-Arequipa,Cusco,P050,Smartphone Samsung S24,Celulares y Tablets,21,20.08,4,2417.29,3357.35
T14,CD-Arequipa,Cusco,P051,Smartphone Xiaomi Redmi,Celulares y Tablets,5,12.5,2,1879.13,2609.9
T14,CD-Arequipa,Cusco,P052,Tablet iPad 10,Celulares y Tablets,8,10.67,2,1919.08,2665.39
T14,CD-Arequipa,Cusco,P053,Tablet Samsung Galaxy Tab,Celulares y Tablets,9,11.17,2,3376.54,4689.64
T14,CD-Arequipa,Cusco,P054,Smartwatch Apple Watch,Celulares y Tablets,0,12.75,3,3559.53,4943.79
T14,CD-Arequipa,Cusco,P055,Smartwatch Samsung Galaxy,Celulares y Tablets,26,11.17,2,2160.56,3000.78
T14,CD-Arequipa,Cusco,P056,Auriculares AirPods,Celulares y Tablets,19,13.75,3,2205.43,3063.1
T14,CD-Arequipa,Cusco,P057,Cargador inalámbrico,Celulares y Tablets,9,17.58,4,2553.78,3546.92
T14,CD-Arequipa,Cusco,P058,Funda protectora,Celulares y Tablets,20,10.33,2,1406.56,1953.56
T14,CD-Arequipa,Cusco,P059,Power bank Anker,Celulares y Tablets,16,12.58,3,2965.77,4119.13
T14,CD-Arequipa,Cusco,P060,Smartphone Motorola G84,Celulares y Tablets,10,16.08,3,2022.02,2808.36
T14,CD-Arequipa,Cusco,P061,Aire acondicionado LG 12000BTU,Climatización,29,18.75,4,852.36,1183.84
T14,CD-Arequipa,Cusco,P062,AC Samsung Inverter,Climatización,35,19.5,4,1421.77,1974.68
T14,CD-Arequipa,Cusco,P063,AC Midea 9000BTU,Climatización,11,20.08,4,788.03,1094.48
T14,CD-Arequipa,Cusco,P064,Ventilador de pie,Climatización,3,22.0,4,593.3,824.03
T14,CD-Arequipa,Cusco,P065,Ventilador de techo,Climatización,4,26.33,5,557.73,774.62
T14,CD-Arequipa,Cusco,P066,Calefactor eléctrico,Climatización,24,18.33,4,226.48,314.56
T14,CD-Arequipa,Cusco,P067,Humidificador,Climatización,44,19.25,4,1100.52,1528.5
T14,CD-Arequipa,Cusco,P068,Deshumidificador,Climatización,15,24.83,5,1018.57,1414.68
T14,CD-Arequipa,Cusco,P069,Purificador de aire Xiaomi,Climatización,22,21.92,4,823.35,1143.54
T14,CD-Arequipa,Cusco,P070,Climatizador evaporativo,Climatización,25,18.08,4,914.13,1269.63
T14,CD-Arequipa,Cusco,P071,Calefón a gas,Climatización,16,21.58,4,867.28,1204.56
T14,CD-Arequipa,Cusco,P072,Terma eléctrica,Climatización,9,23.25,5,1473.8,2046.94
T14,CD-Arequipa,Cusco,P073,Secadora de cabello Gama,Cuidado Personal,40,39.33,8,211.17,293.29
T14,CD-Arequipa,Cusco,P074,Plancha de cabello Babyliss,Cuidado Personal,30,50.08,10,344.28,478.17
T14,CD-Arequipa,Cusco,P075,Afeitadora Philips,Cuidado Personal,25,51.75,10,359.45,499.24
T14,CD-Arequipa,Cusco,P076,Cortadora de cabello Wahl,Cuidado Personal,30,46.92,9,545.37,757.46
T14,CD-Arequipa,Cusco,P077,Cepillo dental eléctrico,Cuidado Personal,92,43.58,9,534.62,742.53
T14,CD-Arequipa,Cusco,P078,Depiladora Braun,Cuidado Personal,15,39.5,8,386.95,537.43
T14,CD-Arequipa,Cusco,P079,Afeitadora Braun,Cuidado Personal,98,45.92,9,593.25,823.96
T14,CD-Arequipa,Cusco,P080,Espejo con luz LED,Cuidado Personal,89,39.42,8,548.46,761.75
T14,CD-Arequipa,Cusco,P081,Masajeador eléctrico,Cuidado Personal,10,26.33,5,244.56,339.66
T14,CD-Arequipa,Cusco,P082,Rizadora Conair,Cuidado Personal,55,35.42,7,598.89,831.79
T14,CD-Arequipa,Cusco,P083,Kit de manicura,Cuidado Personal,18,38.83,8,115.68,160.67
T14,CD-Arequipa,Cusco,P084,Balanza digital,Cuidado Personal,9,40.5,8,464.58,645.25
T14,CD-Arequipa,Cusco,P085,Cable HDMI 2m,Accesorios,59,26.58,5,521.11,723.77
T14,CD-Arequipa,Cusco,P086,Cable USB-C,Accesorios,81,41.67,8,361.76,502.44
T14,CD-Arequipa,Cusco,P087,Mouse inalámbrico,Accesorios,94,45.75,9,325.0,451.39
T14,CD-Arequipa,Cusco,P088,Teclado inalámbrico,Accesorios,97,48.08,10,627.49,871.52
T14,CD-Arequipa,Cusco,P089,Audífonos con micrófono,Accesorios,26,47.25,9,628.68,873.16
T14,CD-Arequipa,Cusco,P090,Soporte para TV,Accesorios,25,37.08,7,554.98,770.8
T14,CD-Arequipa,Cusco,P091,Regulador de voltaje,Accesorios,2,33.83,7,340.49,472.9
T14,CD-Arequipa,Cusco,P092,Estabilizador,Accesorios,58,29.33,6,95.56,132.72
T14,CD-Arequipa,Cusco,P093,UPS 1000VA,Accesorios,79,34.92,7,214.92,298.5
T14,CD-Arequipa,Cusco,P094,Hub USB multipuerto,Accesorios,93,42.75,9,351.87,488.71
T14,CD-Arequipa,Cusco,P095,Tarjeta SD 128GB,Accesorios,100,45.67,9,114.67,159.26
T14,CD-Arequipa,Cusco,P096,Memoria USB 64GB,Accesorios,35,32.42,6,498.95,692.99
T15,CD-Arequipa,Puno,P001,Refrigeradora LG 340L,Línea Blanca,16,12.08,2,1932.38,2683.86
T15,CD-Arequipa,Puno,P002,Refrigeradora Samsung 450L,Línea Blanca,12,14.17,3,2799.88,3888.72
T15,CD-Arequipa,Puno,P003,Refrigeradora Bosch 280L,Línea Blanca,13,13.08,3,2491.98,3461.09
T15,CD-Arequipa,Puno,P004,Lavadora LG 15kg,Línea Blanca,26,11.83,2,2478.23,3441.98
T15,CD-Arequipa,Puno,P005,Lavadora Samsung 18kg,Línea Blanca,29,12.75,3,1363.49,1893.74
T15,CD-Arequipa,Puno,P006,Lavadora Whirlpool 14kg,Línea Blanca,11,10.42,2,1461.59,2029.99
T15,CD-Arequipa,Puno,P007,Secadora Electrolux 10kg,Línea Blanca,31,14.67,3,3192.27,4433.71
T15,CD-Arequipa,Puno,P008,Cocina a gas Indurama 4H,Línea Blanca,23,11.5,2,3072.06,4266.75
T15,CD-Arequipa,Puno,P009,Cocina eléctrica Mabe 4H,Línea Blanca,18,10.42,2,2777.0,3856.95
T15,CD-Arequipa,Puno,P010,Campana extractora Bosch,Línea Blanca,21,11.42,2,3239.19,4498.87
T15,CD-Arequipa,Puno,P011,Horno empotrado Electrolux,Línea Blanca,17,11.08,2,2084.28,2894.84
T15,CD-Arequipa,Puno,P012,Lavaplatos Frigidaire,Línea Blanca,12,12.08,2,1045.34,1451.86
T15,CD-Arequipa,Puno,P013,Smart TV LG 55,TV y Audio,29,12.08,2,1672.78,2323.3
T15,CD-Arequipa,Puno,P014,Smart TV Samsung 65,TV y Audio,2,12.75,3,2188.5,3039.59
T15,CD-Arequipa,Puno,P015,Smart TV Sony 75,TV y Audio,0,15.25,3,1558.08,2164.0
T15,CD-Arequipa,Puno,P016,Smart TV TCL 50,TV y Audio,4,13.08,3,1950.9,2709.58
T15,CD-Arequipa,Puno,P017,TV OLED LG 65,TV y Audio,8,13.08,3,2946.51,4092.37
T15,CD-Arequipa,Puno,P018,Soundbar Samsung 5.1,TV y Audio,20,10.17,2,2536.65,3523.12
T15,CD-Arequipa,Puno,P019,Soundbar JBL 2.1,TV y Audio,21,13.08,3,2235.96,3105.5
T15,CD-Arequipa,Puno,P020,Home theater Sony,TV y Audio,9,11.58,2,922.78,1281.64
T15,CD-Arequipa,Puno,P021,Parlante Bluetooth JBL,TV y Audio,21,12.33,2,2553.01,3545.85
T15,CD-Arequipa,Puno,P022,Audífonos Sony WH-1000,TV y Audio,17,9.83,2,1727.78,2399.69
T15,CD-Arequipa,Puno,P023,Barra Bose 900,TV y Audio,27,16.75,3,1867.19,2593.32
T15,CD-Arequipa,Puno,P024,Receptor AV Yamaha,TV y Audio,10,11.08,2,1811.48,2515.95
T15,CD-Arequipa,Puno,P025,Licuadora Oster 700W,Pequeños Electrodomésticos,86,42.25,8,403.41,560.29
T15,CD-Arequipa,Puno,P026,Licuadora Philips 1000W,Pequeños Electrodomésticos,54,32.33,6,351.89,488.73
T15,CD-Arequipa,Puno,P027,Microondas LG 32L,Pequeños Electrodomésticos,9,29.58,6,126.35,175.49
T15,CD-Arequipa,Puno,P028,Microondas Panasonic 25L,Pequeños Electrodomésticos,50,26.17,5,356.55,495.21
T15,CD-Arequipa,Puno,P029,Hervidor eléctrico Bosch,Pequeños Electrodomésticos,60,43.75,9,500.49,695.12
T15,CD-Arequipa,Puno,P030,Cafetera DeLonghi,Pequeños Electrodomésticos,20,38.0,8,411.94,572.14
T15,CD-Arequipa,Puno,P031,Freidora de aire Philips,Pequeños Electrodomésticos,6,48.75,10,347.51,482.65
T15,CD-Arequipa,Puno,P032,Aspiradora Dyson V11,Pequeños Electrodomésticos,38,35.67,7,598.85,831.74
T15,CD-Arequipa,Puno,P033,Plancha a vapor Rowenta,Pequeños Electrodomésticos,64,35.0,7,210.3,292.09
T15,CD-Arequipa,Puno,P034,Batidora KitchenAid,Pequeños Electrodomésticos,110,48.08,10,305.55,424.37
T15,CD-Arequipa,Puno,P035,Tostadora Oster,Pequeños Electrodomésticos,39,38.25,8,604.45,839.51
T15,CD-Arequipa,Puno,P036,Purificador de agua,Pequeños Electrodomésticos,35,36.67,7,340.52,472.94
T15,CD-Arequipa,Puno,P037,Laptop HP 15,Cómputo,8,10.83,2,2094.74,2909.36
T15,CD-Arequipa,Puno,P038,Laptop Lenovo ThinkPad,Cómputo,30,14.83,3,924.29,1283.74
T15,CD-Arequipa,Puno,P039,Laptop Asus VivoBook,Cómputo,12,13.42,3,1397.47,1940.93
T15,CD-Arequipa,Puno,P040,Laptop Dell Inspiron,Cómputo,22,13.0,3,1170.5,1625.7
T15,CD-Arequipa,Puno,P041,Monitor LG 27,Cómputo,7,13.42,3,980.16,1361.33
T15,CD-Arequipa,Puno,P042,Monitor Samsung 24,Cómputo,27,13.5,3,2538.28,3525.39
T15,CD-Arequipa,Puno,P043,Monitor BenQ 32,Cómputo,19,12.67,3,2971.09,4126.52
T15,CD-Arequipa,Puno,P044,Impresora Epson EcoTank,Cómputo,25,13.58,3,1107.72,1538.5
T15,CD-Arequipa,Puno,P045,Impresora HP LaserJet,Cómputo,32,13.5,3,2342.61,3253.62
T15,CD-Arequipa,Puno,P046,All-in-one Dell,Cómputo,15,11.75,2,1980.81,2751.13
T15,CD-Arequipa,Puno,P047,Mini PC Intel NUC,Cómputo,20,13.17,3,2009.5,2790.97
T15,CD-Arequipa,Puno,P048,Teclado mecánico Logitech,Cómputo,30,14.75,3,1407.93,1955.46
T15,CD-Arequipa,Puno,P049,Smartphone iPhone 15,Celulares y Tablets,22,10.33,2,3238.6,4498.05
T15,CD-Arequipa,Puno,P050,Smartphone Samsung S24,Celulares y Tablets,19,11.17,2,2417.29,3357.35
T15,CD-Arequipa,Puno,P051,Smartphone Xiaomi Redmi,Celulares y Tablets,15,11.58,2,1879.13,2609.9
T15,CD-Arequipa,Puno,P052,Tablet iPad 10,Celulares y Tablets,7,10.25,2,1919.08,2665.39
T15,CD-Arequipa,Puno,P053,Tablet Samsung Galaxy Tab,Celulares y Tablets,32,14.75,3,3376.54,4689.64
T15,CD-Arequipa,Puno,P054,Smartwatch Apple Watch,Celulares y Tablets,21,10.92,2,3559.53,4943.79
T15,CD-Arequipa,Puno,P055,Smartwatch Samsung Galaxy,Celulares y Tablets,25,15.92,3,2160.56,3000.78
T15,CD-Arequipa,Puno,P056,Auriculares AirPods,Celulares y Tablets,27,13.83,3,2205.43,3063.1
T15,CD-Arequipa,Puno,P057,Cargador inalámbrico,Celulares y Tablets,19,12.08,2,2553.78,3546.92
T15,CD-Arequipa,Puno,P058,Funda protectora,Celulares y Tablets,4,12.75,3,1406.56,1953.56
T15,CD-Arequipa,Puno,P059,Power bank Anker,Celulares y Tablets,8,13.67,3,2965.77,4119.13
T15,CD-Arequipa,Puno,P060,Smartphone Motorola G84,Celulares y Tablets,3,7.42,1,2022.02,2808.36
T15,CD-Arequipa,Puno,P061,Aire acondicionado LG 12000BTU,Climatización,25,21.75,4,852.36,1183.84
T15,CD-Arequipa,Puno,P062,AC Samsung Inverter,Climatización,4,18.25,4,1421.77,1974.68
T15,CD-Arequipa,Puno,P063,AC Midea 9000BTU,Climatización,20,15.83,3,788.03,1094.48
T15,CD-Arequipa,Puno,P064,Ventilador de pie,Climatización,56,24.83,5,593.3,824.03
T15,CD-Arequipa,Puno,P065,Ventilador de techo,Climatización,14,19.33,4,557.73,774.62
T15,CD-Arequipa,Puno,P066,Calefactor eléctrico,Climatización,17,22.92,5,226.48,314.56
T15,CD-Arequipa,Puno,P067,Humidificador,Climatización,41,19.33,4,1100.52,1528.5
T15,CD-Arequipa,Puno,P068,Deshumidificador,Climatización,17,17.25,3,1018.57,1414.68
T15,CD-Arequipa,Puno,P069,Purificador de aire Xiaomi,Climatización,4,15.25,3,823.35,1143.54
T15,CD-Arequipa,Puno,P070,Climatizador evaporativo,Climatización,27,17.42,3,914.13,1269.63
T15,CD-Arequipa,Puno,P071,Calefón a gas,Climatización,34,16.67,3,867.28,1204.56
T15,CD-Arequipa,Puno,P072,Terma eléctrica,Climatización,1,28.25,6,1473.8,2046.94
T15,CD-Arequipa,Puno,P073,Secadora de cabello Gama,Cuidado Personal,13,34.25,7,211.17,293.29
T15,CD-Arequipa,Puno,P074,Plancha de cabello Babyliss,Cuidado Personal,60,37.83,8,344.28,478.17
T15,CD-Arequipa,Puno,P075,Afeitadora Philips,Cuidado Personal,3,29.0,6,359.45,499.24
T15,CD-Arequipa,Puno,P076,Cortadora de cabello Wahl,Cuidado Personal,50,33.58,7,545.37,757.46
T15,CD-Arequipa,Puno,P077,Cepillo dental eléctrico,Cuidado Personal,79,35.75,7,534.62,742.53
T15,CD-Arequipa,Puno,P078,Depiladora Braun,Cuidado Personal,17,41.17,8,386.95,537.43
T15,CD-Arequipa,Puno,P079,Afeitadora Braun,Cuidado Personal,58,33.92,7,593.25,823.96
T15,CD-Arequipa,Puno,P080,Espejo con luz LED,Cuidado Personal,25,48.0,10,548.46,761.75
T15,CD-Arequipa,Puno,P081,Masajeador eléctrico,Cuidado Personal,35,32.42,6,244.56,339.66
T15,CD-Arequipa,Puno,P082,Rizadora Conair,Cuidado Personal,107,47.92,10,598.89,831.79
T15,CD-Arequipa,Puno,P083,Kit de manicura,Cuidado Personal,99,40.33,8,115.68,160.67
T15,CD-Arequipa,Puno,P084,Balanza digital,Cuidado Personal,106,47.42,9,464.58,645.25
T15,CD-Arequipa,Puno,P085,Cable HDMI 2m,Accesorios,92,45.58,9,521.11,723.77
T15,CD-Arequipa,Puno,P086,Cable USB-C,Accesorios,25,45.58,9,361.76,502.44
T15,CD-Arequipa,Puno,P087,Mouse inalámbrico,Accesorios,40,37.83,8,325.0,451.39
T15,CD-Arequipa,Puno,P088,Teclado inalámbrico,Accesorios,62,40.83,8,627.49,871.52
T15,CD-Arequipa,Puno,P089,Audífonos con micrófono,Accesorios,31,38.75,8,628.68,873.16
T15,CD-Arequipa,Puno,P090,Soporte para TV,Accesorios,81,38.17,8,554.98,770.8
T15,CD-Arequipa,Puno,P091,Regulador de voltaje,Accesorios,31,42.17,8,340.49,472.9
T15,CD-Arequipa,Puno,P092,Estabilizador,Accesorios,45,49.67,10,95.56,132.72
T15,CD-Arequipa,Puno,P093,UPS 1000VA,Accesorios,19,31.5,6,214.92,298.5
T15,CD-Arequipa,Puno,P094,Hub USB multipuerto,Accesorios,66,38.33,8,351.87,488.71
T15,CD-Arequipa,Puno,P095,Tarjeta SD 128GB,Accesorios,14,34.33,7,114.67,159.26
T15,CD-Arequipa,Puno,P096,Memoria USB 64GB,Accesorios,48,32.75,7,498.95,692.99
T16,CD-Arequipa,Tacna,P001,Refrigeradora LG 340L,Línea Blanca,1,12.33,2,1932.38,2683.86
T16,CD-Arequipa,Tacna,P002,Refrigeradora Samsung 450L,Línea Blanca,11,18.33,4,2799.88,3888.72
T16,CD-Arequipa,Tacna,P003,Refrigeradora Bosch 280L,Línea Blanca,7,11.92,2,2491.98,3461.09
T16,CD-Arequipa,Tacna,P004,Lavadora LG 15kg,Línea Blanca,3,15.83,3,2478.23,3441.98
T16,CD-Arequipa,Tacna,P005,Lavadora Samsung 18kg,Línea Blanca,0,13.25,3,1363.49,1893.74
T16,CD-Arequipa,Tacna,P006,Lavadora Whirlpool 14kg,Línea Blanca,21,15.58,3,1461.59,2029.99
T16,CD-Arequipa,Tacna,P007,Secadora Electrolux 10kg,Línea Blanca,13,11.08,2,3192.27,4433.71
T16,CD-Arequipa,Tacna,P008,Cocina a gas Indurama 4H,Línea Blanca,12,10.58,2,3072.06,4266.75
T16,CD-Arequipa,Tacna,P009,Cocina eléctrica Mabe 4H,Línea Blanca,7,11.0,2,2777.0,3856.95
T16,CD-Arequipa,Tacna,P010,Campana extractora Bosch,Línea Blanca,2,12.0,2,3239.19,4498.87
